p1_lat,p1_long,p2_lat,p2_long,n,region
37.79694,-122.26547,37.79699,-122.26558,19,East Bay
37.79699,-122.26558,37.7971,-122.26588,40,East Bay
37.7971,-122.26588,37.79736,-122.26654,40,East Bay
37.79736,-122.26654,37.7974,-122.26665,40,East Bay
37.7974,-122.26665,37.79745,-122.26677,38,East Bay
37.79745,-122.26677,37.79779,-122.26762,38,East Bay
37.79779,-122.26762,37.79782,-122.26771,38,East Bay
37.79782,-122.26771,37.79787,-122.26782,38,East Bay
37.79787,-122.26782,37.79791,-122.26793,77,East Bay
37.79791,-122.26793,37.79806,-122.26833,77,East Bay
37.79806,-122.26833,37.79817,-122.26861,77,East Bay
37.79817,-122.26861,37.7983,-122.26892,77,East Bay
37.7983,-122.26892,37.79833,-122.26901,77,East Bay
37.79833,-122.26901,37.79837,-122.2691,77,East Bay
37.79837,-122.2691,37.79851,-122.26946,77,East Bay
37.79851,-122.26946,37.79868,-122.2699,77,East Bay
37.79868,-122.2699,37.7987,-122.26996,77,East Bay
37.7987,-122.26996,37.79875,-122.27009,77,East Bay
37.79875,-122.27009,37.79879,-122.27019,77,East Bay
37.79879,-122.27019,37.79884,-122.2703,77,East Bay
37.79884,-122.2703,37.79921,-122.27125,77,East Bay
37.79921,-122.27125,37.79926,-122.27137,77,East Bay
37.79926,-122.27137,37.7993,-122.27148,101,East Bay
37.7993,-122.27148,37.79955,-122.27211,101,East Bay
37.79955,-122.27211,37.79968,-122.27244,101,East Bay
37.79968,-122.27244,37.79972,-122.27255,101,East Bay
37.79972,-122.27255,37.79977,-122.27268,66,East Bay
37.79977,-122.27268,37.80015,-122.27366,66,East Bay
37.80015,-122.27366,37.80018,-122.27373,66,East Bay
37.80018,-122.27373,37.80021,-122.27382,141,East Bay
37.80021,-122.27382,37.80026,-122.27393,117,East Bay
37.80026,-122.27393,37.80041,-122.27433,117,East Bay
37.80041,-122.27433,37.80048,-122.2745,117,East Bay
37.80048,-122.2745,37.80049,-122.27453,117,East Bay
37.80049,-122.27453,37.80068,-122.27501,117,East Bay
37.80068,-122.27501,37.80078,-122.27495,159,East Bay
37.79926,-122.27137,37.79916,-122.27143,76,East Bay
37.79916,-122.27143,37.79866,-122.27175,76,East Bay
37.79866,-122.27175,37.79856,-122.27181,76,East Bay
37.79856,-122.27181,37.79848,-122.27186,76,East Bay
37.79848,-122.27186,37.79809,-122.2721,76,East Bay
37.79809,-122.2721,37.79801,-122.27211,76,East Bay
37.79801,-122.27211,37.79796,-122.27212,76,East Bay
37.79796,-122.27212,37.79784,-122.27217,76,East Bay
37.79784,-122.27217,37.79715,-122.27268,76,East Bay
37.79715,-122.27268,37.7965,-122.27309,76,East Bay
37.7965,-122.27309,37.79589,-122.27346,76,East Bay
37.79589,-122.27346,37.7958,-122.27352,76,East Bay
37.7958,-122.27352,37.79572,-122.27357,76,East Bay
37.79572,-122.27357,37.79517,-122.27391,76,East Bay
37.79768,-122.263,37.7978,-122.26333,85,East Bay
37.7978,-122.26333,37.79784,-122.26343,85,East Bay
37.79784,-122.26343,37.79789,-122.26354,71,East Bay
37.79789,-122.26354,37.79827,-122.26452,71,East Bay
37.79827,-122.26452,37.79831,-122.26462,71,East Bay
37.79831,-122.26462,37.7984,-122.26456,124,East Bay
37.7984,-122.26456,37.79892,-122.26424,124,East Bay
37.79892,-122.26424,37.79902,-122.26418,124,East Bay
37.79902,-122.26418,37.79906,-122.26415,124,East Bay
37.79906,-122.26415,37.79924,-122.26404,125,East Bay
37.79924,-122.26404,37.79962,-122.2638,125,East Bay
37.79962,-122.2638,37.79969,-122.26375,125,East Bay
37.79969,-122.26375,37.79977,-122.2637,125,East Bay
37.79977,-122.2637,37.80002,-122.26355,125,East Bay
37.80002,-122.26355,37.8003,-122.26337,125,East Bay
37.8003,-122.26337,37.80038,-122.26332,125,East Bay
37.80038,-122.26332,37.80046,-122.26327,125,East Bay
37.80046,-122.26327,37.80057,-122.2632,125,East Bay
37.80057,-122.2632,37.80072,-122.26311,125,East Bay
37.80072,-122.26311,37.80079,-122.26307,125,East Bay
37.80079,-122.26307,37.80098,-122.26295,125,East Bay
37.80098,-122.26295,37.80107,-122.26291,125,East Bay
37.8084,-122.26328,37.8086,-122.26345,93,East Bay
37.8086,-122.26345,37.80855,-122.2635,1657,East Bay
37.80855,-122.2635,37.80844,-122.26363,1657,East Bay
37.80844,-122.26363,37.80834,-122.26379,1657,East Bay
37.80834,-122.26379,37.8083,-122.26387,1657,East Bay
37.8083,-122.26387,37.80823,-122.26407,1657,East Bay
37.80823,-122.26407,37.80822,-122.26409,1657,East Bay
37.80822,-122.26409,37.80817,-122.26428,1489,East Bay
37.80817,-122.26428,37.80816,-122.26438,1489,East Bay
37.80816,-122.26438,37.80815,-122.26446,1489,East Bay
37.80815,-122.26446,37.80814,-122.26459,1489,East Bay
37.80814,-122.26459,37.80815,-122.26469,1537,East Bay
37.80815,-122.26469,37.80816,-122.26479,1537,East Bay
37.80816,-122.26479,37.80818,-122.2649,1537,East Bay
37.80818,-122.2649,37.80829,-122.26534,1537,East Bay
37.80829,-122.26534,37.80842,-122.26597,1537,East Bay
37.80842,-122.26597,37.80845,-122.26608,1537,East Bay
37.80845,-122.26608,37.80846,-122.26618,1531,East Bay
37.80846,-122.26618,37.8085,-122.26639,1531,East Bay
37.8085,-122.26639,37.80852,-122.26653,1531,East Bay
37.80852,-122.26653,37.80859,-122.26686,1531,East Bay
37.80859,-122.26686,37.80859,-122.26691,1531,East Bay
37.80859,-122.26691,37.80859,-122.26702,1531,East Bay
37.80859,-122.26702,37.80861,-122.26709,1578,East Bay
37.80861,-122.26709,37.80879,-122.26759,1578,East Bay
37.80879,-122.26759,37.80882,-122.26769,1578,East Bay
37.80882,-122.26769,37.80883,-122.26771,1578,East Bay
37.80883,-122.26771,37.80898,-122.26813,1578,East Bay
37.80898,-122.26813,37.80903,-122.26824,1578,East Bay
37.80903,-122.26824,37.80901,-122.26825,1566,East Bay
37.79768,-122.263,37.79755,-122.26266,390,East Bay
37.79755,-122.26266,37.7975,-122.26255,390,East Bay
37.7975,-122.26255,37.79748,-122.26248,390,East Bay
37.79748,-122.26248,37.79726,-122.26195,390,East Bay
37.79726,-122.26195,37.79694,-122.26113,390,East Bay
37.79694,-122.26113,37.79688,-122.26098,390,East Bay
37.79688,-122.26098,37.79668,-122.26047,390,East Bay
37.79668,-122.26047,37.79649,-122.25998,390,East Bay
37.79649,-122.25998,37.79643,-122.25984,390,East Bay
37.79643,-122.25984,37.79638,-122.25971,390,East Bay
37.79638,-122.25971,37.79626,-122.25954,390,East Bay
37.79626,-122.25954,37.79599,-122.25923,390,East Bay
37.79599,-122.25923,37.79594,-122.25917,390,East Bay
37.79594,-122.25917,37.796,-122.25909,390,East Bay
37.796,-122.25909,37.79655,-122.25832,390,East Bay
37.79655,-122.25832,37.79659,-122.25826,390,East Bay
37.79659,-122.25826,37.79708,-122.25758,390,East Bay
37.79708,-122.25758,37.79718,-122.25744,390,East Bay
37.79718,-122.25744,37.79727,-122.25731,390,East Bay
37.79812,-122.25813,37.79818,-122.25791,523,East Bay
37.79818,-122.25791,37.79825,-122.25775,523,East Bay
37.79825,-122.25775,37.79826,-122.2577,523,East Bay
37.79826,-122.2577,37.7985,-122.25731,523,East Bay
37.7985,-122.25731,37.79869,-122.25719,523,East Bay
37.79869,-122.25719,37.79875,-122.25709,523,East Bay
37.79875,-122.25709,37.79878,-122.25705,523,East Bay
37.79878,-122.25705,37.79885,-122.25695,523,East Bay
37.79885,-122.25695,37.79932,-122.25629,523,East Bay
37.79932,-122.25629,37.79935,-122.25624,523,East Bay
37.79935,-122.25624,37.79962,-122.25589,523,East Bay
37.79962,-122.25589,37.79967,-122.25581,523,East Bay
37.79967,-122.25581,37.79982,-122.25561,523,East Bay
37.79982,-122.25561,37.79989,-122.25548,523,East Bay
37.79989,-122.25548,37.79996,-122.25527,523,East Bay
37.79996,-122.25527,37.80001,-122.25512,523,East Bay
37.80054,-122.25441,37.80046,-122.25426,420,East Bay
37.80046,-122.25426,37.80035,-122.25394,420,East Bay
37.80035,-122.25394,37.80032,-122.25385,420,East Bay
37.80032,-122.25385,37.80029,-122.25375,420,East Bay
37.80029,-122.25375,37.80021,-122.2538,409,East Bay
37.81271,-122.26148,37.81277,-122.26145,56,East Bay
37.81277,-122.26145,37.81282,-122.26142,56,East Bay
37.81282,-122.26142,37.81288,-122.26151,712,East Bay
37.81288,-122.26151,37.81295,-122.2616,200,East Bay
37.81295,-122.2616,37.813,-122.26164,200,East Bay
37.813,-122.26164,37.81305,-122.2617,200,East Bay
37.81305,-122.2617,37.81325,-122.26186,200,East Bay
37.81325,-122.26186,37.81332,-122.2619,200,East Bay
37.81332,-122.2619,37.81378,-122.26222,200,East Bay
37.81378,-122.26222,37.81439,-122.26263,200,East Bay
37.81439,-122.26263,37.81469,-122.26283,200,East Bay
37.81469,-122.26283,37.81474,-122.26286,200,East Bay
37.81474,-122.26286,37.81478,-122.26289,200,East Bay
37.81478,-122.26289,37.81509,-122.2631,200,East Bay
37.81509,-122.2631,37.81521,-122.26318,200,East Bay
37.81521,-122.26318,37.81537,-122.26333,200,East Bay
37.81537,-122.26333,37.81549,-122.26349,200,East Bay
37.81549,-122.26349,37.81564,-122.26372,96,East Bay
37.81564,-122.26372,37.81567,-122.26375,96,East Bay
37.81567,-122.26375,37.81573,-122.26384,96,East Bay
37.81573,-122.26384,37.81578,-122.26388,96,East Bay
37.81578,-122.26388,37.81587,-122.26392,96,East Bay
37.81587,-122.26392,37.81596,-122.26387,371,East Bay
37.81596,-122.26387,37.81637,-122.26361,371,East Bay
37.81637,-122.26361,37.81716,-122.26312,371,East Bay
37.81716,-122.26312,37.81742,-122.26295,371,East Bay
37.81742,-122.26295,37.81814,-122.26251,371,East Bay
37.81814,-122.26251,37.81827,-122.26243,371,East Bay
37.81827,-122.26243,37.8186,-122.26222,371,East Bay
37.8186,-122.26222,37.81942,-122.2617,382,East Bay
37.81942,-122.2617,37.81959,-122.2616,382,East Bay
37.81959,-122.2616,37.8197,-122.26152,382,East Bay
37.8197,-122.26152,37.81974,-122.26163,350,East Bay
37.81974,-122.26163,37.81936,-122.26187,453,East Bay
37.79784,-122.26343,37.79776,-122.26348,14,East Bay
37.79776,-122.26348,37.79774,-122.26349,14,East Bay
37.79774,-122.26349,37.79757,-122.2636,14,East Bay
37.79757,-122.2636,37.79744,-122.26368,14,East Bay
37.79744,-122.26368,37.79726,-122.26379,14,East Bay
37.79726,-122.26379,37.79715,-122.26386,14,East Bay
37.79715,-122.26386,37.7971,-122.26389,14,East Bay
37.7971,-122.26389,37.79707,-122.26391,14,East Bay
37.79707,-122.26391,37.79702,-122.26394,14,East Bay
37.79702,-122.26394,37.79668,-122.26417,14,East Bay
37.79668,-122.26417,37.79666,-122.26418,14,East Bay
37.79666,-122.26418,37.79661,-122.26424,14,East Bay
37.79661,-122.26424,37.79656,-122.26431,14,East Bay
37.79656,-122.26431,37.79655,-122.26435,14,East Bay
37.79655,-122.26435,37.79656,-122.2645,14,East Bay
37.79656,-122.2645,37.79657,-122.26455,14,East Bay
37.79972,-122.27255,37.79981,-122.2725,59,East Bay
37.79981,-122.2725,37.80004,-122.27235,59,East Bay
37.80004,-122.27235,37.80032,-122.27218,59,East Bay
37.80032,-122.27218,37.80041,-122.27213,59,East Bay
37.80041,-122.27213,37.8005,-122.27207,91,East Bay
37.8005,-122.27207,37.80051,-122.27207,91,East Bay
37.81018,-122.26251,37.81035,-122.26239,333,East Bay
37.81035,-122.26239,37.81054,-122.26227,333,East Bay
37.81054,-122.26227,37.81065,-122.26213,333,East Bay
37.81065,-122.26213,37.81068,-122.26207,333,East Bay
37.81068,-122.26207,37.8107,-122.26201,333,East Bay
37.8107,-122.26201,37.81073,-122.26188,333,East Bay
37.81073,-122.26188,37.81077,-122.26159,333,East Bay
37.81077,-122.26159,37.81076,-122.26153,339,East Bay
37.81076,-122.26153,37.81075,-122.26148,339,East Bay
37.81075,-122.26148,37.81074,-122.26143,339,East Bay
37.81074,-122.26143,37.81065,-122.2611,339,East Bay
37.81065,-122.2611,37.81058,-122.26071,339,East Bay
37.81058,-122.26071,37.81059,-122.26062,339,East Bay
37.81059,-122.26062,37.8106,-122.26056,339,East Bay
37.8106,-122.26056,37.81058,-122.26051,401,East Bay
37.81058,-122.26051,37.81056,-122.26045,401,East Bay
37.81056,-122.26045,37.81054,-122.26039,401,East Bay
37.81054,-122.26039,37.81036,-122.26008,401,East Bay
37.81036,-122.26008,37.81027,-122.25995,401,East Bay
37.81027,-122.25995,37.81014,-122.2598,401,East Bay
37.81014,-122.2598,37.81012,-122.25977,401,East Bay
37.81012,-122.25977,37.80992,-122.25953,401,East Bay
37.80992,-122.25953,37.80992,-122.25953,2046,East Bay
37.80992,-122.25953,37.80981,-122.25937,401,East Bay
37.80981,-122.25937,37.80969,-122.2592,401,East Bay
37.80969,-122.2592,37.80962,-122.25908,401,East Bay
37.80962,-122.25908,37.80959,-122.25903,401,East Bay
37.80959,-122.25903,37.80952,-122.25888,401,East Bay
37.80952,-122.25888,37.8095,-122.25884,401,East Bay
37.8095,-122.25884,37.80942,-122.25866,401,East Bay
37.80942,-122.25866,37.80934,-122.25848,401,East Bay
37.80934,-122.25848,37.80931,-122.2584,401,East Bay
37.80931,-122.2584,37.80928,-122.25832,401,East Bay
37.80928,-122.25832,37.80923,-122.25815,401,East Bay
37.80923,-122.25815,37.80921,-122.25808,401,East Bay
37.80921,-122.25808,37.80919,-122.25798,401,East Bay
37.80919,-122.25798,37.8091,-122.2576,401,East Bay
37.8091,-122.2576,37.8091,-122.25758,401,East Bay
37.8091,-122.25758,37.80909,-122.25747,401,East Bay
37.80909,-122.25747,37.80908,-122.25742,401,East Bay
37.80908,-122.25742,37.80907,-122.25733,401,East Bay
37.80907,-122.25733,37.80906,-122.25724,401,East Bay
37.80906,-122.25724,37.80905,-122.25715,401,East Bay
37.80905,-122.25715,37.80902,-122.25685,401,East Bay
37.80902,-122.25685,37.809,-122.2565,401,East Bay
37.809,-122.2565,37.80891,-122.25653,210,East Bay
37.81089,-122.26231,37.8109,-122.26245,1551,East Bay
37.8109,-122.26245,37.81092,-122.26256,405,East Bay
37.81092,-122.26256,37.81098,-122.26292,405,East Bay
37.81098,-122.26292,37.81103,-122.26327,405,East Bay
37.81103,-122.26327,37.81105,-122.26336,405,East Bay
37.81105,-122.26336,37.81106,-122.26339,405,East Bay
37.81106,-122.26339,37.81106,-122.26344,405,East Bay
37.81106,-122.26344,37.81107,-122.26346,405,East Bay
37.81107,-122.26346,37.81108,-122.26355,405,East Bay
37.81108,-122.26355,37.8111,-122.26366,405,East Bay
37.8111,-122.26366,37.81116,-122.26402,405,East Bay
37.81116,-122.26402,37.81119,-122.26417,405,East Bay
37.81119,-122.26417,37.81121,-122.2643,405,East Bay
37.81121,-122.2643,37.81123,-122.26441,405,East Bay
37.81123,-122.26441,37.81129,-122.26477,405,East Bay
37.81129,-122.26477,37.8113,-122.26483,405,East Bay
37.8113,-122.26483,37.8113,-122.26486,405,East Bay
37.8113,-122.26486,37.81137,-122.26519,353,East Bay
37.79727,-122.25731,37.79721,-122.25724,61,East Bay
37.79721,-122.25724,37.79689,-122.25686,61,East Bay
37.79689,-122.25686,37.7968,-122.25676,61,East Bay
37.7968,-122.25676,37.79655,-122.25646,61,East Bay
37.79655,-122.25646,37.79581,-122.25563,61,East Bay
37.79581,-122.25563,37.79507,-122.2548,106,East Bay
37.79507,-122.2548,37.79534,-122.25443,25,East Bay
37.79534,-122.25443,37.79547,-122.25425,25,East Bay
37.79547,-122.25425,37.79575,-122.25385,25,East Bay
37.79575,-122.25385,37.79599,-122.25352,25,East Bay
37.79599,-122.25352,37.79615,-122.2533,25,East Bay
37.79615,-122.2533,37.79641,-122.25293,25,East Bay
37.79641,-122.25293,37.79599,-122.25245,15,East Bay
37.79599,-122.25245,37.79596,-122.25242,15,East Bay
37.79596,-122.25242,37.79568,-122.2521,15,East Bay
37.79568,-122.2521,37.79494,-122.25127,15,East Bay
37.79494,-122.25127,37.79467,-122.25096,15,East Bay
37.79467,-122.25096,37.79421,-122.25043,15,East Bay
37.79421,-122.25043,37.79348,-122.24961,15,East Bay
37.79348,-122.24961,37.79313,-122.24921,15,East Bay
37.79313,-122.24921,37.79274,-122.24877,15,East Bay
37.80293,-122.26762,37.80301,-122.26756,302,East Bay
37.80301,-122.26756,37.80347,-122.26728,302,East Bay
37.80347,-122.26728,37.8036,-122.26719,302,East Bay
37.8036,-122.26719,37.8037,-122.26713,302,East Bay
37.8037,-122.26713,37.80378,-122.26708,302,East Bay
37.80378,-122.26708,37.80383,-122.26705,302,East Bay
37.80383,-122.26705,37.8039,-122.26701,302,East Bay
37.8039,-122.26701,37.80397,-122.26697,302,East Bay
37.80397,-122.26697,37.804,-122.26695,302,East Bay
37.804,-122.26695,37.80409,-122.26689,302,East Bay
37.80409,-122.26689,37.80421,-122.26682,302,East Bay
37.80421,-122.26682,37.80431,-122.26676,302,East Bay
37.80431,-122.26676,37.80433,-122.26674,302,East Bay
37.80433,-122.26674,37.80451,-122.26663,302,East Bay
37.80451,-122.26663,37.80485,-122.26641,302,East Bay
37.80485,-122.26641,37.80488,-122.2664,302,East Bay
37.80488,-122.2664,37.80518,-122.26621,302,East Bay
37.80518,-122.26621,37.80525,-122.26616,302,East Bay
37.80525,-122.26616,37.80532,-122.26612,302,East Bay
37.80532,-122.26612,37.80542,-122.26606,302,East Bay
37.80542,-122.26606,37.80578,-122.26583,302,East Bay
37.80578,-122.26583,37.80589,-122.26577,302,East Bay
37.80589,-122.26577,37.80601,-122.26569,302,East Bay
37.80601,-122.26569,37.80632,-122.2655,302,East Bay
37.80632,-122.2655,37.80638,-122.26546,302,East Bay
37.80638,-122.26546,37.80645,-122.26542,302,East Bay
37.80645,-122.26542,37.80693,-122.26512,302,East Bay
37.80693,-122.26512,37.80784,-122.26455,94,East Bay
37.86907,-122.29337,37.869,-122.29335,274,East Bay
37.869,-122.29335,37.86893,-122.29333,274,East Bay
37.86893,-122.29333,37.86891,-122.29341,77,East Bay
37.86891,-122.29341,37.86872,-122.29433,77,East Bay
37.86872,-122.29433,37.8687,-122.29444,77,East Bay
37.8687,-122.29444,37.86868,-122.29454,77,East Bay
37.86868,-122.29454,37.86861,-122.2949,77,East Bay
37.86861,-122.2949,37.86856,-122.29513,77,East Bay
37.86856,-122.29513,37.8685,-122.29546,77,East Bay
37.8685,-122.29546,37.86848,-122.29555,77,East Bay
37.86848,-122.29555,37.86846,-122.29563,77,East Bay
37.86846,-122.29563,37.86827,-122.29657,77,East Bay
37.86827,-122.29657,37.86825,-122.29666,77,East Bay
37.86825,-122.29666,37.86823,-122.29673,77,East Bay
37.86823,-122.29673,37.86817,-122.29706,77,East Bay
37.86817,-122.29706,37.86813,-122.29724,77,East Bay
37.86813,-122.29724,37.86806,-122.29759,77,East Bay
37.86806,-122.29759,37.86804,-122.2977,77,East Bay
37.86804,-122.2977,37.86794,-122.29766,153,East Bay
37.86794,-122.29766,37.86787,-122.29764,118,East Bay
37.86787,-122.29764,37.86764,-122.29757,118,East Bay
37.86764,-122.29757,37.86759,-122.29755,118,East Bay
37.86759,-122.29755,37.86757,-122.29754,118,East Bay
37.86757,-122.29754,37.86732,-122.29747,118,East Bay
37.86732,-122.29747,37.86671,-122.29727,118,East Bay
37.86671,-122.29727,37.86554,-122.29689,282,East Bay
37.86554,-122.29689,37.86533,-122.29682,282,East Bay
37.86533,-122.29682,37.86527,-122.2968,282,East Bay
37.86527,-122.2968,37.86521,-122.29678,282,East Bay
37.86521,-122.29678,37.86498,-122.29671,282,East Bay
37.86498,-122.29671,37.86482,-122.29666,282,East Bay
37.86482,-122.29666,37.86448,-122.29655,282,East Bay
37.86448,-122.29655,37.86426,-122.29648,282,East Bay
37.86426,-122.29648,37.86357,-122.29626,282,East Bay
37.86357,-122.29626,37.86351,-122.29624,282,East Bay
37.86351,-122.29624,37.86344,-122.29622,282,East Bay
37.86344,-122.29622,37.86256,-122.29593,282,East Bay
37.86256,-122.29593,37.86217,-122.29581,282,East Bay
37.86217,-122.29581,37.86181,-122.29569,282,East Bay
37.86181,-122.29569,37.86174,-122.29567,282,East Bay
37.86174,-122.29567,37.86168,-122.29565,282,East Bay
37.86168,-122.29565,37.8609,-122.29539,282,East Bay
37.8609,-122.29539,37.86083,-122.29535,282,East Bay
37.86083,-122.29535,37.86073,-122.29527,282,East Bay
37.86073,-122.29527,37.86069,-122.29518,282,East Bay
37.86069,-122.29518,37.86044,-122.29461,282,East Bay
37.86044,-122.29461,37.86031,-122.29431,282,East Bay
37.86031,-122.29431,37.86019,-122.29407,282,East Bay
37.86019,-122.29407,37.86012,-122.29404,242,East Bay
37.86012,-122.29404,37.85981,-122.29394,242,East Bay
37.85981,-122.29394,37.85952,-122.29384,242,East Bay
37.85952,-122.29384,37.85872,-122.29359,242,East Bay
37.85872,-122.29359,37.85852,-122.29353,242,East Bay
37.85852,-122.29353,37.85845,-122.2935,242,East Bay
37.85845,-122.2935,37.85837,-122.29347,277,East Bay
37.85837,-122.29347,37.85812,-122.2934,277,East Bay
37.85812,-122.2934,37.85793,-122.29333,277,East Bay
37.85793,-122.29333,37.85774,-122.29327,277,East Bay
37.85774,-122.29327,37.85695,-122.29302,277,East Bay
37.85695,-122.29302,37.85612,-122.29275,277,East Bay
37.85612,-122.29275,37.85608,-122.29274,277,East Bay
37.85608,-122.29274,37.85537,-122.29251,277,East Bay
37.85537,-122.29251,37.8553,-122.29249,277,East Bay
37.8553,-122.29249,37.85524,-122.29247,277,East Bay
37.85524,-122.29247,37.8551,-122.29243,277,East Bay
37.8551,-122.29243,37.85491,-122.29236,277,East Bay
37.85491,-122.29236,37.85476,-122.29232,277,East Bay
37.85476,-122.29232,37.85457,-122.29226,277,East Bay
